  t         w[0]         w[1]
6.228  7.02697e-05      19998.4
6.229  6.99892e-05      19998.4
6.23  6.97099e-05      19998.4
6.231  6.94316e-05      19998.4
6.232  6.91545e-05      19998.4
6.233  6.88785e-05      19998.4
6.234  6.86035e-05      19998.4
6.235  6.83297e-05      19998.4
6.236   6.8057e-05      19998.4
6.237  6.77854e-05      19998.4
6.238  6.75148e-05      19998.4
6.239  6.72453e-05      19998.4
6.24  6.69769e-05      19998.4
6.241  6.67096e-05      19998.4
6.242  6.64433e-05      19998.4
6.243  6.61781e-05      19998.4
6.244   6.5914e-05      19998.4
6.245  6.56509e-05      19998.4
6.246  6.53889e-05      19998.4
6.247  6.51279e-05      19998.4
6.248  6.48679e-05      19998.5
6.249   6.4609e-05      19998.5
6.25  6.43511e-05      19998.5
6.251  6.40943e-05      19998.5
6.252  6.38384e-05      19998.5
6.253  6.35836e-05      19998.5
6.254  6.33298e-05      19998.5
6.255  6.30771e-05      19998.5
6.256  6.28253e-05      19998.5
6.257  6.25745e-05      19998.5
6.258  6.23248e-05      19998.5
6.259   6.2076e-05      19998.5
6.26  6.18283e-05      19998.5
6.261  6.15815e-05      19998.5
6.262  6.13357e-05      19998.5
6.263  6.10909e-05      19998.5
6.264   6.0847e-05      19998.5
6.265  6.06042e-05      19998.5
6.266  6.03623e-05      19998.5
6.267  6.01213e-05      19998.5
6.268  5.98814e-05      19998.5
6.269  5.96423e-05      19998.5
6.27  5.94043e-05      19998.5
6.271  5.91672e-05      19998.5
6.272   5.8931e-05      19998.5
6.273  5.86958e-05      19998.5
6.274  5.84615e-05      19998.5
6.275  5.82282e-05      19998.5
6.276  5.79958e-05      19998.5
6.277  5.77643e-05      19998.5
6.278  5.75337e-05      19998.5
6.279  5.73041e-05      19998.5
6.28  5.70753e-05      19998.5
6.281  5.68475e-05      19998.6
6.282  5.66206e-05      19998.6
6.283  5.63946e-05      19998.6
6.284  5.61695e-05      19998.6
6.285  5.59453e-05      19998.6
6.286   5.5722e-05      19998.6
6.287  5.54996e-05      19998.6
6.288  5.52781e-05      19998.6
6.289  5.50575e-05      19998.6
6.29  5.48377e-05      19998.6
6.291  5.46188e-05      19998.6
6.292  5.44008e-05      19998.6
6.293  5.41837e-05      19998.6
6.294  5.39674e-05      19998.6
6.295   5.3752e-05      19998.6
6.296  5.35374e-05      19998.6
6.297  5.33238e-05      19998.6
6.298  5.31109e-05      19998.6
6.299  5.28989e-05      19998.6
6.3  5.26878e-05      19998.6
6.301  5.24775e-05      19998.6
6.302   5.2268e-05      19998.6
6.303  5.20594e-05      19998.6
6.304  5.18516e-05      19998.6
6.305  5.16446e-05      19998.6
6.306  5.14385e-05      19998.6
6.307  5.12332e-05      19998.6
6.308  5.10287e-05      19998.6
6.309   5.0825e-05      19998.6
6.31  5.06221e-05      19998.6
6.311  5.04201e-05      19998.6
6.312  5.02188e-05      19998.6
6.313  5.00184e-05      19998.6
6.314  4.98187e-05      19998.6
6.315  4.96199e-05      19998.6
6.316  4.94218e-05      19998.6
6.317  4.92246e-05      19998.7
6.318  4.90281e-05      19998.7
6.319  4.88324e-05      19998.7
6.32  4.86375e-05      19998.7
6.321  4.84434e-05      19998.7
6.322    4.825e-05      19998.7
6.323  4.80574e-05      19998.7
6.324  4.78656e-05      19998.7
6.325  4.76745e-05      19998.7
6.326  4.74842e-05      19998.7
6.327  4.72947e-05      19998.7
6.328  4.71059e-05      19998.7
6.329  4.69179e-05      19998.7
6.33  4.67306e-05      19998.7
6.331  4.65441e-05      19998.7
6.332  4.63583e-05      19998.7
6.333  4.61733e-05      19998.7
6.334   4.5989e-05      19998.7
6.335  4.58054e-05      19998.7
6.336  4.56226e-05      19998.7
6.337  4.54405e-05      19998.7
6.338  4.52591e-05      19998.7
6.339  4.50785e-05      19998.7
6.34  4.48985e-05      19998.7
6.341  4.47193e-05      19998.7
6.342  4.45408e-05      19998.7
6.343   4.4363e-05      19998.7
6.344   4.4186e-05      19998.7
6.345  4.40096e-05      19998.7
6.346  4.38339e-05      19998.7
6.347   4.3659e-05      19998.7
6.348  4.34847e-05      19998.7
6.349  4.33111e-05      19998.7
6.35  4.31383e-05      19998.7
6.351  4.29661e-05      19998.7
6.352  4.27946e-05      19998.7
6.353  4.26238e-05      19998.7
6.354  4.24536e-05      19998.7
6.355  4.22842e-05      19998.8
6.356  4.21154e-05      19998.8
6.357  4.19473e-05      19998.8
6.358  4.17799e-05      19998.8
6.359  4.16131e-05      19998.8
6.36   4.1447e-05      19998.8
6.361  4.12816e-05      19998.8
6.362  4.11168e-05      19998.8
6.363  4.09527e-05      19998.8
6.364  4.07892e-05      19998.8
6.365  4.06264e-05      19998.8
6.366  4.04642e-05      19998.8
6.367  4.03027e-05      19998.8
6.368  4.01418e-05      19998.8
6.369  3.99816e-05      19998.8
6.37   3.9822e-05      19998.8
6.371  3.96631e-05      19998.8
6.372  3.95048e-05      19998.8
6.373  3.93471e-05      19998.8
6.374    3.919e-05      19998.8
6.375  3.90336e-05      19998.8
6.376  3.88778e-05      19998.8
6.377  3.87226e-05      19998.8
6.378   3.8568e-05      19998.8
6.379  3.84141e-05      19998.8
6.38  3.82608e-05      19998.8
6.381   3.8108e-05      19998.8
6.382  3.79559e-05      19998.8
6.383  3.78044e-05      19998.8
6.384  3.76535e-05      19998.8
6.385  3.75032e-05      19998.8
6.386  3.73535e-05      19998.8
6.387  3.72044e-05      19998.8
6.388  3.70559e-05      19998.8
6.389   3.6908e-05      19998.8
6.39  3.67607e-05      19998.8
6.391   3.6614e-05      19998.8
6.392  3.64678e-05      19998.8
6.393  3.63223e-05      19998.8
6.394  3.61773e-05      19998.8
6.395  3.60329e-05      19998.8
6.396  3.58891e-05      19998.8
6.397  3.57458e-05      19998.9
6.398  3.56031e-05      19998.9
6.399   3.5461e-05      19998.9
6.4  3.53195e-05      19998.9
6.401  3.51785e-05      19998.9
6.402  3.50381e-05      19998.9
6.403  3.48982e-05      19998.9
6.404  3.47589e-05      19998.9
6.405  3.46202e-05      19998.9
6.406   3.4482e-05      19998.9
6.407  3.43443e-05      19998.9
6.408  3.42073e-05      19998.9
6.409  3.40707e-05      19998.9
6.41  3.39347e-05      19998.9
6.411  3.37993e-05      19998.9
6.412  3.36644e-05      19998.9
6.413    3.353e-05      19998.9
6.414  3.33961e-05      19998.9
6.415  3.32628e-05      19998.9
6.416  3.31301e-05      19998.9
6.417  3.29978e-05      19998.9
6.418  3.28661e-05      19998.9
6.419  3.27349e-05      19998.9
6.42  3.26043e-05      19998.9
6.421  3.24741e-05      19998.9
6.422  3.23445e-05      19998.9
6.423  3.22154e-05      19998.9
6.424  3.20868e-05      19998.9
6.425  3.19587e-05      19998.9
6.426  3.18312e-05      19998.9
6.427  3.17041e-05      19998.9
6.428  3.15776e-05      19998.9
6.429  3.14515e-05      19998.9
6.43   3.1326e-05      19998.9
6.431  3.12009e-05      19998.9
6.432  3.10764e-05      19998.9
6.433  3.09523e-05      19998.9
6.434  3.08288e-05      19998.9
6.435  3.07057e-05      19998.9
6.436  3.05832e-05      19998.9
6.437  3.04611e-05      19998.9
6.438  3.03395e-05      19998.9
6.439  3.02184e-05      19998.9
6.44  3.00978e-05      19998.9
6.441  2.99777e-05      19998.9
6.442   2.9858e-05      19998.9
6.443  2.97388e-05        19999
6.444  2.96201e-05        19999
6.445  2.95019e-05        19999
6.446  2.93841e-05        19999
6.447  2.92668e-05        19999
6.448    2.915e-05        19999
6.449  2.90337e-05        19999
6.45  2.89178e-05        19999
6.451  2.88023e-05        19999
6.452  2.86874e-05        19999
6.453  2.85729e-05        19999
6.454  2.84588e-05        19999
6.455  2.83452e-05        19999
6.456  2.82321e-05        19999
6.457  2.81194e-05        19999
6.458  2.80071e-05        19999
6.459  2.78953e-05        19999
6.46   2.7784e-05        19999
6.461  2.76731e-05        19999
6.462  2.75626e-05        19999
6.463  2.74526e-05        19999
6.464   2.7343e-05        19999
6.465  2.72339e-05        19999
6.466  2.71252e-05        19999
6.467  2.70169e-05        19999
6.468  2.69091e-05        19999
6.469  2.68017e-05        19999
6.47  2.66947e-05        19999
6.471  2.65881e-05        19999
6.472   2.6482e-05        19999
6.473  2.63763e-05        19999
6.474   2.6271e-05        19999
6.475  2.61661e-05        19999
6.476  2.60617e-05        19999
6.477  2.59577e-05        19999
6.478   2.5854e-05        19999
6.479  2.57508e-05        19999
6.48  2.56481e-05        19999
6.481  2.55457e-05        19999
6.482  2.54437e-05        19999
6.483  2.53422e-05        19999
6.484   2.5241e-05        19999
6.485  2.51402e-05        19999
6.486  2.50399e-05        19999
6.487  2.49399e-05        19999
6.488  2.48404e-05        19999
6.489  2.47412e-05        19999
6.49  2.46425e-05        19999
6.491  2.45441e-05        19999
6.492  2.44461e-05        19999
6.493  2.43486e-05      19999.1
6.494  2.42514e-05      19999.1
6.495  2.41546e-05      19999.1
6.496  2.40582e-05      19999.1
6.497  2.39621e-05      19999.1
6.498  2.38665e-05      19999.1
6.499  2.37712e-05      19999.1
6.5  2.36763e-05      19999.1
6.501  2.35818e-05      19999.1
6.502  2.34877e-05      19999.1
6.503  2.33939e-05      19999.1
6.504  2.33006e-05      19999.1
6.505  2.32075e-05      19999.1
6.506  2.31149e-05      19999.1
6.507  2.30226e-05      19999.1
6.508  2.29307e-05      19999.1
6.509  2.28392e-05      19999.1
6.51   2.2748e-05      19999.1
6.511  2.26572e-05      19999.1
6.512  2.25668e-05      19999.1
6.513  2.24767e-05      19999.1
6.514   2.2387e-05      19999.1
6.515  2.22976e-05      19999.1
6.516  2.22086e-05      19999.1
6.517    2.212e-05      19999.1
6.518  2.20317e-05      19999.1
6.519  2.19438e-05      19999.1
6.52  2.18562e-05      19999.1
6.521  2.17689e-05      19999.1
6.522   2.1682e-05      19999.1
6.523  2.15955e-05      19999.1
6.524  2.15093e-05      19999.1
6.525  2.14234e-05      19999.1
6.526  2.13379e-05      19999.1
6.527  2.12527e-05      19999.1
6.528  2.11679e-05      19999.1
6.529  2.10834e-05      19999.1
6.53  2.09992e-05      19999.1
6.531  2.09154e-05      19999.1
6.532  2.08319e-05      19999.1
6.533  2.07488e-05      19999.1
6.534   2.0666e-05      19999.1
6.535  2.05835e-05      19999.1
6.536  2.05013e-05      19999.1
6.537  2.04195e-05      19999.1
6.538   2.0338e-05      19999.1
6.539  2.02568e-05      19999.1
6.54  2.01759e-05      19999.1
6.541  2.00954e-05      19999.1
6.542  2.00152e-05      19999.1
6.543  1.99353e-05      19999.1
6.544  1.98557e-05      19999.1
6.545  1.97764e-05      19999.1
6.546  1.96975e-05      19999.1
6.547  1.96189e-05      19999.1
6.548  1.95406e-05      19999.2
6.549  1.94626e-05      19999.2
6.55  1.93849e-05      19999.2
6.551  1.93075e-05      19999.2
6.552  1.92304e-05      19999.2
6.553  1.91537e-05      19999.2
6.554  1.90772e-05      19999.2
6.555  1.90011e-05      19999.2
6.556  1.89252e-05      19999.2
6.557  1.88497e-05      19999.2
6.558  1.87744e-05      19999.2
6.559  1.86995e-05      19999.2
6.56  1.86249e-05      19999.2
6.561  1.85505e-05      19999.2
6.562  1.84765e-05      19999.2
6.563  1.84027e-05      19999.2
6.564  1.83292e-05      19999.2
6.565  1.82561e-05      19999.2
6.566  1.81832e-05      19999.2
6.567  1.81106e-05      19999.2
6.568  1.80383e-05      19999.2
6.569  1.79663e-05      19999.2
6.57  1.78946e-05      19999.2
6.571  1.78232e-05      19999.2
6.572   1.7752e-05      19999.2
6.573  1.76812e-05      19999.2
6.574  1.76106e-05      19999.2
6.575  1.75403e-05      19999.2
6.576  1.74703e-05      19999.2
6.577  1.74006e-05      19999.2
6.578  1.73311e-05      19999.2
6.579  1.72619e-05      19999.2
6.58   1.7193e-05      19999.2
6.581  1.71244e-05      19999.2
6.582   1.7056e-05      19999.2
6.583  1.69879e-05      19999.2
6.584  1.69201e-05      19999.2
6.585  1.68526e-05      19999.2
6.586  1.67853e-05      19999.2
6.587  1.67183e-05      19999.2
6.588  1.66516e-05      19999.2
6.589  1.65851e-05      19999.2
6.59  1.65189e-05      19999.2
6.591   1.6453e-05      19999.2
6.592  1.63873e-05      19999.2
6.593  1.63219e-05      19999.2
6.594  1.62567e-05      19999.2
6.595  1.61918e-05      19999.2
6.596  1.61272e-05      19999.2
6.597  1.60628e-05      19999.2
6.598  1.59987e-05      19999.2
6.599  1.59349e-05      19999.2
6.6  1.58713e-05      19999.2
6.601  1.58079e-05      19999.2
6.602  1.57448e-05      19999.2
6.603   1.5682e-05      19999.2
6.604  1.56194e-05      19999.2
6.605   1.5557e-05      19999.2
6.606  1.54949e-05      19999.2
6.607  1.54331e-05      19999.2
6.608  1.53715e-05      19999.2
6.609  1.53101e-05      19999.2
6.61   1.5249e-05      19999.2
6.611  1.51881e-05      19999.3
6.612  1.51275e-05      19999.3
6.613  1.50671e-05      19999.3
6.614   1.5007e-05      19999.3
6.615  1.49471e-05      19999.3
6.616  1.48874e-05      19999.3
6.617   1.4828e-05      19999.3
6.618  1.47688e-05      19999.3
6.619  1.47098e-05      19999.3
6.62  1.46511e-05      19999.3
6.621  1.45926e-05      19999.3
6.622  1.45344e-05      19999.3
6.623  1.44764e-05      19999.3
6.624  1.44186e-05      19999.3
6.625   1.4361e-05      19999.3
6.626  1.43037e-05      19999.3
6.627  1.42466e-05      19999.3
6.628  1.41897e-05      19999.3
6.629  1.41331e-05      19999.3
6.63  1.40767e-05      19999.3
6.631  1.40205e-05      19999.3
6.632  1.39645e-05      19999.3
6.633  1.39088e-05      19999.3
6.634  1.38532e-05      19999.3
6.635  1.37979e-05      19999.3
6.636  1.37429e-05      19999.3
6.637   1.3688e-05      19999.3
6.638  1.36334e-05      19999.3
6.639   1.3579e-05      19999.3
6.64  1.35247e-05      19999.3
6.641  1.34708e-05      19999.3
6.642   1.3417e-05      19999.3
6.643  1.33634e-05      19999.3
6.644  1.33101e-05      19999.3
6.645   1.3257e-05      19999.3
6.646   1.3204e-05      19999.3
6.647  1.31513e-05      19999.3
6.648  1.30988e-05      19999.3
6.649  1.30466e-05      19999.3
6.65  1.29945e-05      19999.3
6.651  1.29426e-05      19999.3
6.652  1.28909e-05      19999.3
6.653  1.28395e-05      19999.3
6.654  1.27882e-05      19999.3
6.655  1.27372e-05      19999.3
6.656  1.26863e-05      19999.3
6.657  1.26357e-05      19999.3
6.658  1.25853e-05      19999.3
6.659   1.2535e-05      19999.3
6.66   1.2485e-05      19999.3
6.661  1.24351e-05      19999.3
6.662  1.23855e-05      19999.3
6.663  1.23361e-05      19999.3
6.664  1.22868e-05      19999.3
6.665  1.22378e-05      19999.3
6.666  1.21889e-05      19999.3
6.667  1.21403e-05      19999.3
6.668  1.20918e-05      19999.3
6.669  1.20436e-05      19999.3
6.67  1.19955e-05      19999.3
6.671  1.19476e-05      19999.3
6.672  1.18999e-05      19999.3
6.673  1.18524e-05      19999.3
6.674  1.18051e-05      19999.3
6.675   1.1758e-05      19999.3
6.676   1.1711e-05      19999.3
6.677  1.16643e-05      19999.3
6.678  1.16177e-05      19999.3
6.679  1.15713e-05      19999.3
6.68  1.15252e-05      19999.3
6.681  1.14792e-05      19999.3
6.682  1.14333e-05      19999.4
6.683  1.13877e-05      19999.4
6.684  1.13422e-05      19999.4
6.685   1.1297e-05      19999.4
6.686  1.12519e-05      19999.4
6.687  1.12069e-05      19999.4
6.688  1.11622e-05      19999.4
6.689  1.11177e-05      19999.4
6.69  1.10733e-05      19999.4
6.691  1.10291e-05      19999.4
6.692  1.09851e-05      19999.4
6.693  1.09412e-05      19999.4
6.694  1.08975e-05      19999.4
6.695   1.0854e-05      19999.4
6.696  1.08107e-05      19999.4
6.697  1.07675e-05      19999.4
6.698  1.07246e-05      19999.4
6.699  1.06818e-05      19999.4
6.7  1.06391e-05      19999.4
6.701  1.05966e-05      19999.4
6.702  1.05543e-05      19999.4
6.703  1.05122e-05      19999.4
6.704  1.04703e-05      19999.4
6.705  1.04285e-05      19999.4
6.706  1.03868e-05      19999.4
6.707  1.03454e-05      19999.4
6.708  1.03041e-05      19999.4
6.709  1.02629e-05      19999.4
6.71   1.0222e-05      19999.4
6.711  1.01812e-05      19999.4
6.712  1.01405e-05      19999.4
6.713  1.01001e-05      19999.4
6.714  1.00597e-05      19999.4
6.715  1.00196e-05      19999.4
6.716  9.97958e-06      19999.4
6.717  9.93975e-06      19999.4
6.718  9.90007e-06      19999.4
6.719  9.86055e-06      19999.4
6.72  9.82119e-06      19999.4
6.721  9.78199e-06      19999.4
6.722  9.74294e-06      19999.4
6.723  9.70405e-06      19999.4
6.724  9.66531e-06      19999.4
6.725  9.62673e-06      19999.4
6.726   9.5883e-06      19999.4
6.727  9.55003e-06      19999.4
6.728   9.5119e-06      19999.4
6.729  9.47394e-06      19999.4
6.73  9.43612e-06      19999.4
6.731  9.39845e-06      19999.4
6.732  9.36093e-06      19999.4
6.733  9.32357e-06      19999.4
6.734  9.28635e-06      19999.4
6.735  9.24928e-06      19999.4
6.736  9.21236e-06      19999.4
6.737  9.17559e-06      19999.4
6.738  9.13896e-06      19999.4
6.739  9.10248e-06      19999.4
6.74  9.06614e-06      19999.4
6.741  9.02995e-06      19999.4
6.742  8.99391e-06      19999.4
6.743  8.95801e-06      19999.4
6.744  8.92225e-06      19999.4
6.745  8.88663e-06      19999.4
6.746  8.85116e-06      19999.4
6.747  8.81583e-06      19999.4
6.748  8.78064e-06      19999.4
6.749  8.74558e-06      19999.4
6.75  8.71067e-06      19999.4
6.751   8.6759e-06      19999.4
6.752  8.64127e-06      19999.4
6.753  8.60678e-06      19999.4
6.754  8.57242e-06      19999.4
6.755   8.5382e-06      19999.4
6.756  8.50412e-06      19999.4
6.757  8.47017e-06      19999.4
6.758  8.43636e-06      19999.4
6.759  8.40268e-06      19999.4
6.76  8.36914e-06      19999.4
6.761  8.33573e-06      19999.4
6.762  8.30246e-06      19999.4
6.763  8.26932e-06      19999.4
6.764  8.23631e-06      19999.4
6.765  8.20343e-06      19999.4
6.766  8.17069e-06      19999.5
6.767  8.13807e-06      19999.5
6.768  8.10558e-06      19999.5
6.769  8.07323e-06      19999.5
6.77    8.041e-06      19999.5
6.771   8.0089e-06      19999.5
6.772  7.97693e-06      19999.5
6.773  7.94509e-06      19999.5
6.774  7.91338e-06      19999.5
6.775  7.88179e-06      19999.5
6.776  7.85033e-06      19999.5
6.777  7.81899e-06      19999.5
6.778  7.78778e-06      19999.5
6.779  7.75669e-06      19999.5
6.78  7.72573e-06      19999.5
6.781  7.69489e-06      19999.5
6.782  7.66417e-06      19999.5
6.783  7.63358e-06      19999.5
6.784   7.6031e-06      19999.5
6.785  7.57275e-06      19999.5
6.786  7.54253e-06      19999.5
6.787  7.51242e-06      19999.5
6.788  7.48243e-06      19999.5
6.789  7.45256e-06      19999.5
6.79  7.42281e-06      19999.5
6.791  7.39318e-06      19999.5
6.792  7.36367e-06      19999.5
6.793  7.33428e-06      19999.5
6.794    7.305e-06      19999.5
6.795  7.27584e-06      19999.5
6.796  7.24679e-06      19999.5
6.797  7.21787e-06      19999.5
6.798  7.18905e-06      19999.5
6.799  7.16036e-06      19999.5
6.8  7.13177e-06      19999.5
6.801  7.10331e-06      19999.5
6.802  7.07495e-06      19999.5
6.803  7.04671e-06      19999.5
6.804  7.01858e-06      19999.5
6.805  6.99056e-06      19999.5
6.806  6.96266e-06      19999.5
6.807  6.93486e-06      19999.5
6.808  6.90718e-06      19999.5
6.809  6.87961e-06      19999.5
6.81  6.85215e-06      19999.5
6.811  6.82479e-06      19999.5
6.812  6.79755e-06      19999.5
6.813  6.77042e-06      19999.5
6.814  6.74339e-06      19999.5
6.815  6.71647e-06      19999.5
6.816  6.68966e-06      19999.5
6.817  6.66296e-06      19999.5
6.818  6.63636e-06      19999.5
6.819  6.60987e-06      19999.5
6.82  6.58348e-06      19999.5
6.821   6.5572e-06      19999.5
6.822  6.53103e-06      19999.5
6.823  6.50496e-06      19999.5
6.824  6.47899e-06      19999.5
6.825  6.45313e-06      19999.5
6.826  6.42737e-06      19999.5
6.827  6.40171e-06      19999.5
6.828  6.37616e-06      19999.5
6.829   6.3507e-06      19999.5
6.83  6.32535e-06      19999.5
6.831   6.3001e-06      19999.5
6.832  6.27496e-06      19999.5
6.833  6.24991e-06      19999.5
6.834  6.22496e-06      19999.5
6.835  6.20011e-06      19999.5
6.836  6.17536e-06      19999.5
6.837  6.15071e-06      19999.5
6.838  6.12616e-06      19999.5
6.839   6.1017e-06      19999.5
6.84  6.07734e-06      19999.5
6.841  6.05309e-06      19999.5
6.842  6.02892e-06      19999.5
6.843  6.00486e-06      19999.5
6.844  5.98089e-06      19999.5
6.845  5.95701e-06      19999.5
6.846  5.93323e-06      19999.5
6.847  5.90955e-06      19999.5
6.848  5.88596e-06      19999.5
6.849  5.86246e-06      19999.5
6.85  5.83906e-06      19999.5
6.851  5.81575e-06      19999.5
6.852  5.79254e-06      19999.5
6.853  5.76941e-06      19999.5
6.854  5.74638e-06      19999.5
6.855  5.72344e-06      19999.5
6.856   5.7006e-06      19999.5
6.857  5.67784e-06      19999.5
6.858  5.65518e-06      19999.5
6.859   5.6326e-06      19999.5
6.86  5.61012e-06      19999.5
6.861  5.58772e-06      19999.5
6.862  5.56542e-06      19999.5
6.863   5.5432e-06      19999.5
6.864  5.52107e-06      19999.5
6.865  5.49903e-06      19999.5
6.866  5.47708e-06      19999.6
6.867  5.45522e-06      19999.6
6.868  5.43344e-06      19999.6
6.869  5.41175e-06      19999.6
6.87  5.39015e-06      19999.6
6.871  5.36863e-06      19999.6
6.872   5.3472e-06      19999.6
6.873  5.32586e-06      19999.6
6.874   5.3046e-06      19999.6
6.875  5.28342e-06      19999.6
6.876  5.26233e-06      19999.6
6.877  5.24133e-06      19999.6
6.878   5.2204e-06      19999.6
6.879  5.19957e-06      19999.6
6.88  5.17881e-06      19999.6
6.881  5.15814e-06      19999.6
6.882  5.13755e-06      19999.6
6.883  5.11704e-06      19999.6
6.884  5.09661e-06      19999.6
6.885  5.07627e-06      19999.6
6.886    5.056e-06      19999.6
6.887  5.03582e-06      19999.6
6.888  5.01572e-06      19999.6
6.889   4.9957e-06      19999.6
6.89  4.97575e-06      19999.6
6.891  4.95589e-06      19999.6
6.892  4.93611e-06      19999.6
6.893   4.9164e-06      19999.6
6.894  4.89678e-06      19999.6
6.895  4.87723e-06      19999.6
6.896  4.85776e-06      19999.6
6.897  4.83837e-06      19999.6
6.898  4.81906e-06      19999.6
6.899  4.79982e-06      19999.6
6.9  4.78066e-06      19999.6
6.901  4.76158e-06      19999.6
6.902  4.74257e-06      19999.6
6.903  4.72364e-06      19999.6
6.904  4.70478e-06      19999.6
6.905    4.686e-06      19999.6
6.906  4.66729e-06      19999.6
6.907  4.64866e-06      19999.6
6.908  4.63011e-06      19999.6
6.909  4.61162e-06      19999.6
6.91  4.59322e-06      19999.6
6.911  4.57488e-06      19999.6
6.912  4.55662e-06      19999.6
6.913  4.53843e-06      19999.6
6.914  4.52031e-06      19999.6
6.915  4.50227e-06      19999.6
6.916  4.48429e-06      19999.6
6.917  4.46639e-06      19999.6
6.918  4.44857e-06      19999.6
6.919  4.43081e-06      19999.6
6.92  4.41312e-06      19999.6
6.921   4.3955e-06      19999.6
6.922  4.37796e-06      19999.6
6.923  4.36048e-06      19999.6
6.924  4.34307e-06      19999.6
6.925  4.32574e-06      19999.6
6.926  4.30847e-06      19999.6
6.927  4.29127e-06      19999.6
6.928  4.27414e-06      19999.6
6.929  4.25708e-06      19999.6
6.93  4.24009e-06      19999.6
6.931  4.22316e-06      19999.6
6.932   4.2063e-06      19999.6
6.933  4.18951e-06      19999.6
6.934  4.17279e-06      19999.6
6.935  4.15613e-06      19999.6
6.936  4.13954e-06      19999.6
6.937  4.12301e-06      19999.6
6.938  4.10656e-06      19999.6
6.939  4.09016e-06      19999.6
6.94  4.07384e-06      19999.6
6.941  4.05757e-06      19999.6
6.942  4.04138e-06      19999.6
6.943  4.02524e-06      19999.6
6.944  4.00918e-06      19999.6
6.945  3.99317e-06      19999.6
6.946  3.97723e-06      19999.6
6.947  3.96136e-06      19999.6
6.948  3.94554e-06      19999.6
6.949  3.92979e-06      19999.6
6.95   3.9141e-06      19999.6
6.951  3.89848e-06      19999.6
6.952  3.88292e-06      19999.6
6.953  3.86742e-06      19999.6
6.954  3.85198e-06      19999.6
6.955   3.8366e-06      19999.6
6.956  3.82129e-06      19999.6
6.957  3.80603e-06      19999.6
6.958  3.79084e-06      19999.6
6.959  3.77571e-06      19999.6
6.96  3.76064e-06      19999.6
6.961  3.74562e-06      19999.6
6.962  3.73067e-06      19999.6
6.963  3.71578e-06      19999.6
6.964  3.70095e-06      19999.6
6.965  3.68617e-06      19999.6
6.966  3.67146e-06      19999.6
6.967   3.6568e-06      19999.6
6.968  3.64221e-06      19999.6
6.969  3.62767e-06      19999.6
6.97  3.61318e-06      19999.6
6.971  3.59876e-06      19999.6
6.972   3.5844e-06      19999.6
6.973  3.57009e-06      19999.6
6.974  3.55584e-06      19999.6
6.975  3.54164e-06      19999.6
6.976   3.5275e-06      19999.6
6.977  3.51342e-06      19999.6
6.978   3.4994e-06      19999.6
6.979  3.48543e-06      19999.6
6.98  3.47151e-06      19999.6
6.981  3.45766e-06      19999.6
6.982  3.44385e-06      19999.6
6.983  3.43011e-06      19999.6
6.984  3.41641e-06      19999.6
6.985  3.40278e-06      19999.6
6.986  3.38919e-06      19999.6
6.987  3.37566e-06      19999.6
6.988  3.36219e-06      19999.6
6.989  3.34877e-06      19999.6
6.99   3.3354e-06      19999.6
6.991  3.32209e-06      19999.6
6.992  3.30882e-06      19999.7
6.993  3.29562e-06      19999.7
6.994  3.28246e-06      19999.7
6.995  3.26936e-06      19999.7
6.996  3.25631e-06      19999.7
6.997  3.24331e-06      19999.7
6.998  3.23036e-06      19999.7
6.999  3.21746e-06      19999.7
  7  3.20462e-06      19999.7
7.001  3.19183e-06      19999.7
7.002  3.17909e-06      19999.7
7.003   3.1664e-06      19999.7
7.004  3.15376e-06      19999.7
7.005  3.14117e-06      19999.7
7.006  3.12863e-06      19999.7
7.007  3.11614e-06      19999.7
7.008   3.1037e-06      19999.7
7.009  3.09131e-06      19999.7
7.01  3.07897e-06      19999.7
7.011  3.06668e-06      19999.7
7.012  3.05444e-06      19999.7
7.013  3.04224e-06      19999.7
7.014   3.0301e-06      19999.7
7.015    3.018e-06      19999.7
7.016  3.00596e-06      19999.7
7.017  2.99396e-06      19999.7
7.018  2.98201e-06      19999.7
7.019   2.9701e-06      19999.7
7.02  2.95825e-06      19999.7
7.021  2.94644e-06      19999.7
7.022  2.93468e-06      19999.7
7.023  2.92296e-06      19999.7
7.024  2.91129e-06      19999.7
7.025  2.89967e-06      19999.7
7.026   2.8881e-06      19999.7
7.027  2.87657e-06      19999.7
7.028  2.86508e-06      19999.7
7.029  2.85365e-06      19999.7
7.03  2.84226e-06      19999.7
7.031  2.83091e-06      19999.7
7.032  2.81961e-06      19999.7
7.033  2.80835e-06      19999.7
7.034  2.79714e-06      19999.7
7.035  2.78598e-06      19999.7
7.036  2.77486e-06      19999.7
7.037  2.76378e-06      19999.7
7.038  2.75275e-06      19999.7
7.039  2.74176e-06      19999.7
7.04  2.73081e-06      19999.7
7.041  2.71991e-06      19999.7
7.042  2.70905e-06      19999.7
7.043  2.69824e-06      19999.7
7.044  2.68747e-06      19999.7
7.045  2.67674e-06      19999.7
7.046  2.66606e-06      19999.7
7.047  2.65541e-06      19999.7
7.048  2.64481e-06      19999.7
7.049  2.63425e-06      19999.7
7.05  2.62374e-06      19999.7
7.051  2.61327e-06      19999.7
7.052  2.60283e-06      19999.7
7.053  2.59244e-06      19999.7
7.054  2.58209e-06      19999.7
7.055  2.57179e-06      19999.7
7.056  2.56152e-06      19999.7
